sl_no,well_id,state,district,block,location,latitude,longitude,year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U,Fe,As,source_year,source_file,state_source,synthetic_id,TDS_source,wqi,wqi_category,risk_level,risk_band,risk_basis,eclipsed,wqi_n_params,wqi_confidence,dominant_driver,n_exceedances,permissible_breaches
766,W200313074220501,Maharashtra,Nashik,YEVLA,Purangaon-Jalgaon,20.05027778,74.36805556,2022,7.56,2457.0,0.0,231.9,542.4,141.9,80.2,,805.0,114.2,126.4,130.8,1.2,0.81,,1572.5,5.0,,,2022,cgwb_2021.pdf,reported,False,derived,164.56,Poor,High,Medium,exceedance_override,True,7,High,TH,4,2
767,W200041073474501,Maharashtra,Nashik,NASHIK,Nashik_city-I,20.00111111,73.79583333,2022,8.07,836.3,0.0,317.3,49.6,46.3,14.0,,250.0,42.1,35.2,58.9,1.2,0.91,,535.2,1.0,,,2022,cgwb_2021.pdf,reported,False,derived,63.93,Good,Low,Low,wqi_band,False,7,High,F,2,0
800,W204733074121201,Maharashtra,Nashik,BAGLAN,Jaikheda,20.7925,74.20333333,2022,8.13,1263.0,0.0,427.1,109.9,51.6,96.3,,400.0,50.1,66.8,91.9,0.7,0.74,,808.3,3.0,,,2022,cgwb_2021.pdf,reported,False,derived,111.96,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,1
801,W203000073553201,Maharashtra,Nashik,KALWAN,Gosrane,20.5,73.92555556,2022,7.86,638.5,0.0,262.4,24.8,29.6,61.3,,250.0,30.1,42.5,32.4,0.3,0.38,,408.6,0.0,,,2022,cgwb_2021.pdf,reported,False,derived,65.42,Good,High,Low,exceedance_override,True,7,High,NO3,2,1
802,W203339073382201,Maharashtra,Nashik,SURGANA,Sargana,20.56083333,73.63944444,2022,8.03,252.2,0.0,122.0,14.2,14.1,9.1,,85.0,14.0,12.2,23.8,0.4,0.45,,161.4,0.0,,,2022,cgwb_2021.pdf,reported,False,derived,31.86,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
803,W202933074021801,Maharashtra,Nashik,KALWAN,Kalvan,20.4925,74.03555556,2022,7.99,1478.0,0.0,439.3,152.4,63.4,150.4,,555.0,84.2,83.8,73.2,0.3,0.69,,945.9,1.0,,,2022,cgwb_2021.pdf,reported,False,derived,144.5,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,1
804,W204937074082801,Maharashtra,Nashik,BAGLAN,Pimplekothi,20.82694444,74.13555556,2022,8.02,1250.0,0.0,262.4,124.1,75.6,167.2,,510.0,80.2,75.3,43.5,0.5,0.72,,800.0,1.0,,,2022,cgwb_2021.pdf,reported,False,derived,145.92,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,1
805,W203027073451401,Maharashtra,Nashik,SURGANA,Borgaon,20.5075,73.75388889,2022,8.05,450.8,0.0,152.6,31.9,32.7,29.4,,200.0,32.1,29.2,12.2,0.4,0.3,,288.5,0.0,,,2022,cgwb_2021.pdf,reported,False,derived,47.82,Excellent,Low,Low,wqi_band,False,7,High,NO3,0,0
806,W201623073311401,Maharashtra,Nashik,PEINT,Abapur-shivar,20.27305556,73.52055556,2022,7.93,258.6,0.0,128.1,7.1,11.4,4.8,,100.0,26.1,8.5,11.5,1.4,0.34,,165.5,0.0,,,2022,cgwb_2021.pdf,reported,False,derived,27.22,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
777,W200314073443301,Maharashtra,Nashik,NASHIK,Matori,20.05388889,73.7425,2022,7.71,1004.0,0.0,231.9,102.8,107.8,60.0,,395.0,48.1,66.8,45.7,1.5,0.32,,642.6,1.0,,,2022,cgwb_2021.pdf,reported,False,derived,83.85,Good,High,Low,exceedance_override,True,7,High,NO3,3,1
778,W200839073491001,Maharashtra,Nashik,DINDORI,Talegaon,20.14416667,73.81944444,2022,7.99,583.8,0.0,225.8,42.5,37.0,21.1,,240.0,38.1,35.2,19.0,2.8,0.42,,373.6,0.0,,,2022,cgwb_2021.pdf,reported,False,derived,50.83,Good,Low,Low,wqi_band,False,7,High,TDS,1,0
779,W201145073430601,Maharashtra,Nashik,DINDORI,Umrate Bk,20.19583333,73.71833333,2022,8.14,859.4,0.0,329.5,60.3,61.4,59.0,,375.0,64.1,52.2,31.0,14.4,0.27,,550.0,0.0,,,2022,cgwb_2021.pdf,reported,False,derived,77.95,Good,High,Low,exceedance_override,True,7,High,NO3,3,1
780,W200723073300901,Maharashtra,Nashik,NASHIK,Saraste,20.12305556,73.5025,2022,8.11,314.8,0.0,177.0,17.7,12.6,7.8,,150.0,28.1,19.4,12.0,0.5,0.27,,201.5,0.0,,,2022,cgwb_2021.pdf,reported,False,derived,32.42,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
781,W201333074032901,Maharashtra,Nashik,CHANDVAD,Dhotarkheda,20.22583333,74.0525,2022,7.69,1232.0,0.0,189.2,117.0,164.7,103.6,,500.0,90.2,66.8,37.4,0.6,0.3,,788.5,1.0,,,2022,cgwb_2021.pdf,reported,False,derived,114.29,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,1
782,W201229073355001,Maharashtra,Nashik,PEINT,Aad (Bk),20.20805556,73.59722222,2022,7.76,246.1,0.0,122.0,24.8,11.1,2.8,,125.0,24.0,15.8,9.9,0.6,0.19,,157.5,0.0,,,2022,cgwb_2021.pdf,reported,False,derived,23.4,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
783,W203600074380001,Maharashtra,Nashik,MALEGAON,Chikhalohol,20.6,74.63333333,2022,7.76,1005.0,0.0,122.0,120.5,67.8,71.2,,320.0,56.1,43.7,40.9,0.7,0.44,,643.2,1.0,,,2022,cgwb_2021.pdf,reported,False,derived,86.24,Good,High,Low,exceedance_override,True,7,High,NO3,3,1
793,W201830074393001,Maharashtra,Nashik,NANDGAON,Nandgaon,20.30833333,74.65833333,2022,7.92,1268.0,0.0,280.7,131.2,102.7,79.6,,390.0,56.1,60.8,98.0,1.0,0.61,,811.5,1.0,,,2022,cgwb_2021.pdf,reported,False,derived,105.07,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,1
794,W201530074260401,Maharashtra,Nashik,NANDGAON,Manmad-1,20.25833333,74.43444444,2022,8.0,1461.0,0.0,366.1,148.9,219.0,8.7,,510.0,54.1,91.1,89.9,2.4,0.57,,935.0,2.0,,,2022,cgwb_2021.pdf,reported,False,derived,93.44,Good,Low,Low,wqi_band,False,7,High,TDS,3,0
795,W202750074110201,Maharashtra,Nashik,KALWAN,Deola-1,20.46388889,74.18388889,2022,7.92,1536.0,0.0,274.6,209.2,136.4,115.3,,495.0,64.1,81.4,124.5,4.8,0.48,,983.0,2.0,,,2022,cgwb_2021.pdf,reported,False,derived,132.28,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,1
796,W204656074083001,Maharashtra,Nashik,BAGLAN,Toharabad-1,20.78222222,74.13333333,2022,7.94,1200.0,0.0,286.8,102.8,92.9,105.9,,390.0,56.1,60.8,91.2,0.6,1.06,,768.0,2.0,,,2022,cgwb_2021.pdf,reported,False,derived,121.14,Poor,High,Medium,exceedance_override,True,7,High,NO3,4,1
797,W204358074185601,Maharashtra,Nashik,BAGLAN,Nampur-1,20.73277778,74.31555556,2022,8.06,1002.0,0.0,317.3,113.4,60.3,52.9,,250.0,42.1,35.2,109.2,2.0,0.48,,641.3,8.0,,,2022,cgwb_2021.pdf,reported,False,derived,78.89,Good,High,Low,exceedance_override,True,7,High,NO3,3,1
798,W204137074084301,Maharashtra,Nashik,BAGLAN,Virgaon,20.69361111,74.13416667,2022,7.99,1202.0,0.0,299.0,81.5,66.3,171.6,,365.0,50.1,58.3,90.8,0.7,0.79,,769.3,2.0,,,2022,cgwb_2021.pdf,reported,False,derived,139.87,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,1
799,W202519074210001,Maharashtra,Nashik,MALEGAON,Umrane-1,20.42194444,74.35,2022,8.01,1344.0,0.0,323.4,131.2,140.9,89.5,,400.0,80.2,48.6,109.8,5.9,0.5,,860.2,2.0,,,2022,cgwb_2021.pdf,reported,False,derived,112.64,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,1
4635,SYN|Maharashtra|Nashik|Purangaon-Ja|20.050|74.368,Maharashtra,Nashik,,Purangaon-Jalgaon,20.0503,74.3681,2023,7.2,2633.0,0.0,525.0,489.0,180.0,76.0,,615.0,42.0,,,282.0,0.46,,1685.1,4.12,,,2023,cgwb_2021.pdf,reported,True,derived,149.54,Poor,High,Medium,exceedance_override,True,7,High,TH,4,2
4634,SYN|Maharashtra|Nashik|Angangaon|20.034|74.468,Maharashtra,Nashik,,Angangaon,20.0339,74.4683,2023,7.4,1668.0,0.0,519.0,177.0,69.0,67.0,,530.0,98.0,,,117.0,0.56,,1067.5,1.25,,,2023,cgwb_2021.pdf,reported,True,derived,106.13,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,1
4633,SYN|Maharashtra|Nashik|Andarsul|20.001|74.592,Maharashtra,Nashik,,Andarsul,20.0014,74.5917,2023,7.12,1678.0,0.0,580.0,160.0,125.0,8.0,,570.0,74.0,,,111.0,0.79,,1073.9,2.03,,,2023,cgwb_2021.pdf,reported,True,derived,88.41,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
4632,SYN|Maharashtra|Nashik|Sargana|20.561|73.639,Maharashtra,Nashik,,Sargana,20.5608,73.6394,2023,7.58,332.0,0.0,140.0,18.0,22.0,16.0,,125.0,20.0,,,17.0,0.4,,212.5,1.06,,,2023,cgwb_2021.pdf,reported,True,derived,33.08,Excellent,Low,Low,wqi_band,False,7,High,F,0,0
4631,SYN|Maharashtra|Nashik|Ghagbari|20.447|73.767,Maharashtra,Nashik,,Ghagbari,20.4467,73.7675,2023,7.77,362.0,0.0,183.0,18.0,11.0,11.0,,160.0,18.0,,,12.0,0.36,,231.7,0.86,,,2023,cgwb_2021.pdf,reported,True,derived,33.2,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
4630,SYN|Maharashtra|Nashik|Borgaon|20.508|73.754,Maharashtra,Nashik,,Borgaon,20.5075,73.7539,2023,7.6,487.0,0.0,214.0,21.0,21.0,27.0,,205.0,56.0,,,13.0,0.38,,311.7,0.0,,,2023,cgwb_2021.pdf,reported,True,derived,43.39,Excellent,Low,Low,wqi_band,False,7,High,NO3,1,0
4629,SYN|Maharashtra|Nashik|Wadgaon Pimp|19.873|73.881,Maharashtra,Nashik,,Wadgaon Pimpala,19.8728,73.8811,2023,7.47,823.0,0.0,323.0,60.0,44.0,62.0,,350.0,96.0,,,35.0,0.6,,526.7,6.49,,,2023,cgwb_2021.pdf,reported,True,derived,75.76,Good,High,Low,exceedance_override,True,7,High,NO3,3,1
4628,SYN|Maharashtra|Nashik|Vavi-1|19.804|74.249,Maharashtra,Nashik,,Vavi-1,19.8039,74.2489,2023,7.47,2986.0,0.0,519.0,425.0,282.0,64.0,,725.0,150.0,,,311.0,0.44,,1911.0,4.0,,,2023,cgwb_2021.pdf,reported,True,derived,162.38,Poor,High,Medium,exceedance_override,True,7,High,TH,5,2
4627,SYN|Maharashtra|Nashik|Sinnar|19.833|74.000,Maharashtra,Nashik,,Sinnar,19.8333,74.0,2023,7.55,190.0,0.0,98.0,14.0,10.0,2.0,,95.0,24.0,,,6.0,0.32,,121.6,0.0,,,2023,cgwb_2021.pdf,reported,True,derived,20.67,Excellent,Low,Low,wqi_band,False,7,High,F,0,0
4621,SYN|Maharashtra|Nashik|Peinth|20.260|73.508,Maharashtra,Nashik,,Peinth,20.2603,73.5083,2023,7.12,894.0,0.0,268.0,71.0,45.0,33.0,,285.0,42.0,,,55.0,0.43,,572.2,0.17,,,2023,cgwb_2021.pdf,reported,True,derived,56.73,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
4620,SYN|Maharashtra|Nashik|Pate|20.134|73.568,Maharashtra,Nashik,,Pate,20.1344,73.5683,2023,7.27,294.0,0.0,159.0,21.0,0.0,4.0,,135.0,36.0,,,11.0,0.33,,188.2,0.0,,,2023,cgwb_2021.pdf,reported,True,derived,21.93,Excellent,Low,Low,wqi_band,False,7,High,F,0,0
4619,SYN|Maharashtra|Nashik|Karanjali|20.254|73.585,Maharashtra,Nashik,,Karanjali,20.2542,73.585,2023,6.85,632.0,0.0,262.0,46.0,28.0,27.0,,240.0,68.0,,,28.0,0.28,,404.5,0.0,,,2023,cgwb_2021.pdf,reported,True,derived,45.73,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
4618,SYN|Maharashtra|Nashik|Harsul|20.100|73.383,Maharashtra,Nashik,,Harsul,20.1,73.3833,2023,7.0,563.0,0.0,256.0,35.0,36.0,5.0,,220.0,54.0,,,26.0,0.31,,360.3,0.0,,,2023,cgwb_2021.pdf,reported,True,derived,30.84,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
4617,SYN|Maharashtra|Nashik|Abapur-Shiva|20.273|73.521,Maharashtra,Nashik,,Abapur-Shivar,20.2731,73.5206,2023,7.65,297.0,0.0,128.0,18.0,14.0,6.0,,120.0,24.0,,,10.0,0.38,,190.1,0.0,,,2023,cgwb_2021.pdf,reported,True,derived,27.84,Excellent,Low,Low,wqi_band,False,7,High,F,0,0
4616,SYN|Maharashtra|Nashik|Aad (Bk)|20.208|73.597,Maharashtra,Nashik,,Aad (Bk),20.2081,73.5972,2023,7.7,275.0,0.0,146.0,18.0,17.0,3.0,,125.0,30.0,,,14.0,0.38,,176.0,0.0,,,2023,cgwb_2021.pdf,reported,True,derived,27.09,Excellent,Low,Low,wqi_band,False,7,High,F,0,0
4615,SYN|Maharashtra|Nashik|Vinchur-1|20.100|74.226,Maharashtra,Nashik,,Vinchur-1,20.1003,74.2256,2023,7.73,1079.0,0.0,336.0,110.0,53.0,86.0,,295.0,60.0,,,99.0,0.44,,690.6,1.03,,,2023,cgwb_2021.pdf,reported,True,derived,90.95,Good,High,Low,exceedance_override,True,7,High,NO3,3,1
4614,SYN|Maharashtra|Nashik|Vanasgaon|20.154|74.146,Maharashtra,Nashik,,Vanasgaon,20.1536,74.1461,2023,7.94,1914.0,0.0,427.0,223.0,46.0,178.0,,515.0,70.0,,,115.0,0.51,,1225.0,2.42,,,2023,cgwb_2021.pdf,reported,True,derived,160.67,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,1
4613,SYN|Maharashtra|Nashik|Raslapur|20.067|74.083,Maharashtra,Nashik,,Raslapur,20.0669,74.0833,2023,7.46,2199.0,0.0,555.0,319.0,178.0,24.0,,460.0,92.0,,,254.0,0.79,,1407.4,2.17,,,2023,cgwb_2021.pdf,reported,True,derived,115.15,Poor,Medium,Medium,wqi_band,False,7,High,TDS,3,0
4612,SYN|Maharashtra|Nashik|Pimpalgaon B|20.171|73.983,Maharashtra,Nashik,,Pimpalgaon Baswant,20.1708,73.9833,2023,7.06,1094.0,0.0,366.0,74.0,132.0,44.0,,405.0,70.0,,,65.0,0.58,,700.2,0.91,,,2023,cgwb_2021.pdf,reported,True,derived,78.25,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
4611,SYN|Maharashtra|Nashik|Jalgaon|20.064|74.111,Maharashtra,Nashik,,Jalgaon,20.0639,74.1111,2023,7.66,1476.0,0.0,506.0,142.0,77.0,69.0,,460.0,80.0,,,104.0,0.71,,944.6,1.34,,,2023,cgwb_2021.pdf,reported,True,derived,105.1,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,1
4610,SYN|Maharashtra|Nashik|Wadholi|19.956|73.613,Maharashtra,Nashik,,Wadholi,19.9556,73.6128,2023,7.8,414.0,0.0,177.0,14.0,38.0,13.0,,165.0,40.0,,,16.0,0.3,,265.0,0.1,,,2023,cgwb_2021.pdf,reported,True,derived,36.21,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
4605,SYN|Maharashtra|Nashik|Raigarh Naga|19.889|73.696,Maharashtra,Nashik,,Raigarh Nagar,19.8889,73.6958,2023,7.11,1050.0,0.0,403.0,89.0,42.0,41.0,,440.0,76.0,,,30.0,0.43,,672.0,6.46,,,2023,cgwb_2021.pdf,reported,True,derived,69.2,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
4604,SYN|Maharashtra|Nashik|Nashik_City-|19.983|73.804,Maharashtra,Nashik,,Nashik_City-Ii,19.9828,73.8042,2023,7.35,615.0,0.0,256.0,35.0,34.0,13.0,,230.0,74.0,,,31.0,0.43,,393.6,0.08,,,2023,cgwb_2021.pdf,reported,True,derived,41.02,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
4603,SYN|Maharashtra|Nashik|Nashik_City-|20.001|73.796,Maharashtra,Nashik,,Nashik_City-I,20.0011,73.7958,2023,7.6,1164.0,0.0,482.0,106.0,60.0,21.0,,390.0,90.0,,,88.0,0.81,,745.0,1.18,,,2023,cgwb_2021.pdf,reported,True,derived,75.24,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
4602,SYN|Maharashtra|Nashik|Mhasrul|20.034|73.808,Maharashtra,Nashik,,Mhasrul,20.0344,73.8078,2023,7.62,810.0,0.0,336.0,57.0,32.0,35.0,,280.0,52.0,,,43.0,0.35,,518.4,0.24,,,2023,cgwb_2021.pdf,reported,True,derived,57.64,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
4601,SYN|Maharashtra|Nashik|Matori|20.054|73.743,Maharashtra,Nashik,,Matori,20.0539,73.7425,2023,7.39,1101.0,0.0,366.0,85.0,106.0,61.0,,495.0,66.0,,,36.0,0.54,,704.6,1.5,,,2023,cgwb_2021.pdf,reported,True,derived,89.79,Good,High,Low,exceedance_override,True,7,High,NO3,3,1
4600,SYN|Maharashtra|Nashik|Kone|20.069|73.531,Maharashtra,Nashik,,Kone,20.0694,73.5306,2023,7.54,472.0,0.0,177.0,43.0,31.0,23.0,,160.0,38.0,,,21.0,0.4,,302.1,0.82,,,2023,cgwb_2021.pdf,reported,True,derived,41.29,Excellent,Low,Low,wqi_band,False,7,High,NO3,0,0
4599,SYN|Maharashtra|Nashik|Gangawadi|20.083|73.667,Maharashtra,Nashik,,Gangawadi,20.0833,73.6667,2023,7.85,420.0,0.0,195.0,21.0,19.0,9.0,,140.0,26.0,,,28.0,0.43,,268.8,0.0,,,2023,cgwb_2021.pdf,reported,True,derived,35.55,Excellent,Low,Low,wqi_band,False,7,High,pH,0,0
4598,SYN|Maharashtra|Nashik|Dhundegaon|20.067|73.612,Maharashtra,Nashik,,Dhundegaon,20.0675,73.6125,2023,7.48,523.0,0.0,220.0,35.0,21.0,10.0,,225.0,52.0,,,14.0,0.41,,334.7,0.08,,,2023,cgwb_2021.pdf,reported,True,derived,37.81,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
4597,SYN|Maharashtra|Nashik|Deolali|19.900|73.817,Maharashtra,Nashik,,Deolali,19.9,73.8167,2023,7.28,653.0,0.0,262.0,35.0,48.0,10.0,,250.0,54.0,,,25.0,0.65,,417.9,0.08,,,2023,cgwb_2021.pdf,reported,True,derived,45.67,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
4596,SYN|Maharashtra|Nashik|Bombiltek|19.989|73.481,Maharashtra,Nashik,,Bombiltek,19.9886,73.4808,2023,7.66,392.0,0.0,207.0,21.0,10.0,6.0,,150.0,20.0,,,20.0,0.3,,250.9,0.0,,,2023,cgwb_2021.pdf,reported,True,derived,29.21,Excellent,Low,Low,wqi_band,False,7,High,TDS,0,0
4595,SYN|Maharashtra|Nashik|Adgaon-1|20.039|73.870,Maharashtra,Nashik,,Adgaon-1,20.0392,73.8697,2023,7.47,958.0,0.0,397.0,64.0,25.0,43.0,,380.0,60.0,,,39.0,0.55,,613.1,0.6,,,2023,cgwb_2021.pdf,reported,True,derived,69.46,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
4594,SYN|Maharashtra|Nashik|Nandgaon|20.308|74.658,Maharashtra,Nashik,,Nandgaon,20.3083,74.6583,2023,7.62,1343.0,0.0,464.0,128.0,67.0,45.0,,365.0,18.0,,,111.0,0.68,,859.5,1.71,,,2023,cgwb_2021.pdf,reported,True,derived,86.87,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
4625,SYN|Maharashtra|Nashik|Nandur Shirg|19.717|74.133,Maharashtra,Nashik,,Nandur Shirgate,19.7167,74.1333,2023,7.31,1074.0,0.0,439.0,89.0,47.0,68.0,,385.0,120.0,,,67.0,0.44,,687.4,0.37,,,2023,cgwb_2021.pdf,reported,True,derived,81.26,Good,High,Low,exceedance_override,True,7,High,NO3,3,1
4623,SYN|Maharashtra|Nashik|Malwadi-1|19.773|74.085,Maharashtra,Nashik,,Malwadi-1,19.7733,74.0847,2023,7.76,1623.0,0.0,238.0,238.0,85.0,76.0,,535.0,120.0,,,76.0,0.51,,1038.7,1.26,,,2023,cgwb_2021.pdf,reported,True,derived,115.69,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,1
4622,SYN|Maharashtra|Nashik|Khopdi Bk|19.841|74.110,Maharashtra,Nashik,,Khopdi Bk,19.8411,74.1097,2023,7.83,2121.0,0.0,567.0,316.0,82.0,13.0,,450.0,40.0,,,292.0,0.52,,1357.4,1.76,,,2023,cgwb_2021.pdf,reported,True,derived,100.18,Poor,Medium,Medium,wqi_band,False,7,High,TDS,3,0
4589,SYN|Maharashtra|Nashik|Karanjagavan|20.633|74.542,Maharashtra,Nashik,,Karanjagavan,20.6333,74.5417,2023,8.43,518.0,78.0,67.0,46.0,35.0,8.0,,120.0,16.0,,,75.0,0.84,,331.5,0.5,,,2023,cgwb_2021.pdf,reported,True,derived,51.87,Good,Low,Low,wqi_band,False,7,High,F,0,0
4588,SYN|Maharashtra|Nashik|Dahiwal|20.533|74.692,Maharashtra,Nashik,,Dahiwal,20.5333,74.6917,2023,7.33,977.0,0.0,403.0,99.0,55.0,8.0,,350.0,36.0,,,63.0,0.52,,625.3,0.5,,,2023,cgwb_2021.pdf,reported,True,derived,56.15,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
4587,SYN|Maharashtra|Nashik|Dabhadi|20.533|74.567,Maharashtra,Nashik,,Dabhadi,20.5333,74.5667,2023,7.82,464.0,0.0,244.0,43.0,23.0,13.0,,210.0,54.0,,,29.0,0.52,,297.0,0.1,,,2023,cgwb_2021.pdf,reported,True,derived,43.27,Excellent,Low,Low,wqi_band,False,7,High,F,1,0
4586,SYN|Maharashtra|Nashik|Chikhalohol|20.600|74.633,Maharashtra,Nashik,,Chikhalohol,20.6,74.6333,2023,7.53,1000.0,0.0,384.0,78.0,51.0,45.0,,355.0,26.0,,,54.0,0.59,,640.0,1.71,,,2023,cgwb_2021.pdf,reported,True,derived,74.03,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
4585,SYN|Maharashtra|Nashik|Kalvan|20.492|74.036,Maharashtra,Nashik,,Kalvan,20.4925,74.0356,2023,7.99,1570.0,0.0,488.0,163.0,45.0,158.0,,615.0,80.0,,,69.0,0.72,,1004.8,0.56,,,2023,cgwb_2021.pdf,reported,True,derived,151.26,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,2
4584,SYN|Maharashtra|Nashik|Gosrane|20.500|73.926,Maharashtra,Nashik,,Gosrane,20.5,73.9256,2023,7.85,799.0,0.0,336.0,39.0,23.0,61.0,,295.0,24.0,,,34.0,0.47,,511.4,0.0,,,2023,cgwb_2021.pdf,reported,True,derived,71.72,Good,High,Low,exceedance_override,True,7,High,NO3,3,1
4583,SYN|Maharashtra|Nashik|Deola-1|20.464|74.184,Maharashtra,Nashik,,Deola-1,20.4639,74.1839,2023,7.71,1794.0,0.0,470.0,216.0,77.0,141.0,,450.0,34.0,,,200.0,0.6,,1148.2,0.72,,,2023,cgwb_2021.pdf,reported,True,derived,142.14,Poor,High,Medium,exceedance_override,True,7,High,NO3,3,1
4582,SYN|Maharashtra|Nashik|Dalwat|20.542|73.827,Maharashtra,Nashik,,Dalwat,20.5417,73.8272,2023,7.54,639.0,0.0,232.0,57.0,32.0,28.0,,255.0,74.0,,,23.0,0.47,,409.0,0.0,,,2023,cgwb_2021.pdf,reported,True,derived,52.03,Good,Low,Low,wqi_band,False,7,High,TDS,1,0
4581,SYN|Maharashtra|Nashik|Khambale|19.717|73.633,Maharashtra,Nashik,,Khambale,19.7167,73.6333,2023,7.14,494.0,0.0,207.0,25.0,43.0,32.0,,210.0,56.0,,,24.0,0.38,,316.2,0.14,,,2023,cgwb_2021.pdf,reported,True,derived,43.03,Excellent,Low,Low,wqi_band,False,7,High,NO3,1,0
4580,SYN|Maharashtra|Nashik|Umrate Bk|20.196|73.718,Maharashtra,Nashik,,Umrate Bk,20.1958,73.7183,2023,7.63,796.0,0.0,397.0,50.0,46.0,33.0,,340.0,70.0,,,38.0,0.4,,509.4,0.54,,,2023,cgwb_2021.pdf,reported,True,derived,60.53,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
4579,SYN|Maharashtra|Nashik|Talegaon|20.144|73.819,Maharashtra,Nashik,,Talegaon,20.1442,73.8194,2023,7.84,555.0,0.0,268.0,39.0,36.0,11.0,,250.0,34.0,,,20.0,0.55,,355.2,0.22,,,2023,cgwb_2021.pdf,reported,True,derived,47.19,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
4578,SYN|Maharashtra|Nashik|Nalegaon|20.177|73.700,Maharashtra,Nashik,,Nalegaon,20.1767,73.7,2023,7.25,490.0,0.0,232.0,18.0,38.0,9.0,,215.0,60.0,,,16.0,0.36,,313.6,0.0,,,2023,cgwb_2021.pdf,reported,True,derived,33.71,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
4609,SYN|Maharashtra|Nashik|Trimbakeswar|19.954|73.525,Maharashtra,Nashik,,Trimbakeswar,19.9542,73.525,2023,7.79,442.0,0.0,195.0,21.0,48.0,3.0,,190.0,42.0,,,17.0,0.43,,282.9,0.61,,,2023,cgwb_2021.pdf,reported,True,derived,36.91,Excellent,Low,Low,wqi_band,False,7,High,TDS,0,0
4608,SYN|Maharashtra|Nashik|Shinde-1|19.913|73.901,Maharashtra,Nashik,,Shinde-1,19.9125,73.9011,2023,7.25,1024.0,0.0,330.0,138.0,48.0,7.0,,380.0,96.0,,,50.0,0.48,,655.4,1.35,,,2023,cgwb_2021.pdf,reported,True,derived,57.42,Good,Low,Low,wqi_band,False,7,High,TDS,2,0
4607,SYN|Maharashtra|Nashik|Saraste|20.123|73.502,Maharashtra,Nashik,,Saraste,20.1231,73.5025,2023,7.45,317.0,0.0,153.0,21.0,25.0,12.0,,145.0,30.0,,,13.0,0.38,,202.9,0.0,,,2023,cgwb_2021.pdf,reported,True,derived,30.59,Excellent,Low,Low,wqi_band,False,7,High,F,0,0
4606,SYN|Maharashtra|Nashik|Rajue Bawala|19.916|73.696,Maharashtra,Nashik,,Rajue Bawala,19.9164,73.6964,2023,7.86,661.0,0.0,244.0,43.0,62.0,6.0,,270.0,80.0,,,17.0,0.4,,423.0,0.03,,,2023,cgwb_2021.pdf,reported,True,derived,47.41,Excellent,Low,Low,wqi_band,False,7,High,TDS,1,0
4573,SYN|Maharashtra|Nashik|Chandwad|20.258|74.237,Maharashtra,Nashik,,Chandwad,20.2583,74.2375,2023,7.19,1340.0,0.0,476.0,99.0,79.0,74.0,,395.0,92.0,,,98.0,0.54,,857.6,0.55,,,2023,cgwb_2021.pdf,reported,True,derived,92.62,Good,High,Low,exceedance_override,True,7,High,NO3,3,1
4572,SYN|Maharashtra|Nashik|Boyegaon|20.235|74.174,Maharashtra,Nashik,,Boyegaon,20.2347,74.1744,2023,7.89,1896.0,0.0,342.0,266.0,80.0,238.0,,735.0,60.0,,,76.0,0.66,,1213.4,1.79,,,2023,cgwb_2021.pdf,reported,True,derived,199.88,Poor,High,Medium,exceedance_override,True,7,High,NO3,4,2
